# STATION: WBB,,,,,,,,,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,,,,,,,,,
# STATE: UT,,,,,,,,,,,,,,,,
,,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,volt_set_1,solar_radiation_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,altimeter_set_1d
Station_ID,Date_Time,Pascals,Celsius,%,Meters/second,Degrees,Meters/second,Millimeters,volts,W/m**2,Millimeters,Celsius,Celsius,Degrees,Celsius,Pascals
WBB,06/10/2015 12:25 MDT,84886,24.79,30.65,4.31,203.2,7.94,,12.91,485,,6.33,,SSW,,101292.06
WBB,06/10/2015 12:30 MDT,84883,24.99,30.26,3.49,195.1,7.64,,12.99,497.8,,6.32,,SSW,,101288.48
WBB,06/10/2015 12:35 MDT,84882,25.28,30.17,4.5,188.7,6.37,,12.91,486.3,,6.53,,S,,101287.29
WBB,06/10/2015 12:40 MDT,84884,25.54,30.3,2.45,193.7,4.41,,12.91,469.2,,6.82,,SSW,,101289.67
WBB,06/10/2015 12:45 MDT,84878,25.57,29.73,3.95,198.7,7.35,,12.98,468.8,,6.57,,SSW,,101282.51
WBB,06/10/2015 12:50 MDT,84873,25.22,30.01,4.76,184.6,7.74,,12.98,478.5,,6.4,,S,,101276.55
WBB,06/10/2015 12:55 MDT,84872,25.36,30.51,3.01,181.6,5.98,,12.98,463.4,,6.77,,S,,101275.35
WBB,06/10/2015 13:00 MDT,84872,25.56,30.02,4.67,183.9,7.25,,12.98,443.5,,6.71,,S,,101275.35
WBB,06/10/2015 13:05 MDT,84875,25.26,30.38,3.99,188.8,7.25,,12.98,434.4,,6.62,,S,,101278.93
WBB,06/10/2015 13:10 MDT,84872,25.27,29.96,4.8,192.5,7.84,,12.99,433.1,,6.42,,SSW,,101275.35
WBB,06/10/2015 13:15 MDT,84870,25.33,30.35,4.48,193,7.05,,12.9,454.1,,6.66,,SSW,,101272.97
WBB,06/10/2015 13:20 MDT,84866,25.26,29.91,5.39,188.9,7.55,,12.98,488.3,,6.39,,S,,101268.2
WBB,06/10/2015 13:25 MDT,84861,25.42,29.56,3.76,193,6.56,,12.98,517.5,,6.36,,SSW,,101262.23
WBB,06/10/2015 13:30 MDT,84853,25.61,29.71,3.59,208.5,6.86,,12.91,550.8,,6.6,,SSW,,101252.68
WBB,06/10/2015 13:35 MDT,84845,25.83,29.67,4.02,195.6,6.37,,12.97,582.9,,6.77,,SSW,,101243.14
WBB,06/10/2015 13:40 MDT,84840,25.68,29.71,4.15,182.7,6.96,,12.91,613.3,,6.66,,S,,101237.17
WBB,06/10/2015 13:45 MDT,84831,25.97,29.3,3.38,184.8,5.59,,12.97,649.4,,6.71,,S,,101226.43
WBB,06/10/2015 13:50 MDT,84820,25.92,29.34,4.7,179.3,7.16,,12.89,589.3,,6.69,,S,,101213.3
WBB,06/10/2015 13:55 MDT,84812,25.96,29.54,3.53,182.9,5.59,,12.9,540.8,,6.82,,S,,101203.76
WBB,06/10/2015 14:00 MDT,84806,26.13,28.47,3.6,185.5,5.78,,12.97,648.1,,6.44,,S,,101196.6
WBB,06/10/2015 14:05 MDT,84802,26.3,27.83,3.71,195,6.47,,12.97,769.7,,6.25,,SSW,,101191.83
WBB,06/10/2015 14:10 MDT,84801,26.34,27.47,2.33,173.2,6.08,,12.97,844,,6.1,,S,,101190.63
WBB,06/10/2015 14:15 MDT,84799,26.9,26.7,2.82,169.5,4.9,,12.97,910,,6.17,,S,26.34,101188.25
WBB,06/10/2015 14:20 MDT,84789,27.13,26.37,3.53,164.6,6.17,,12.96,944,,6.19,,SSE,26.59,101176.31
WBB,06/10/2015 14:25 MDT,84786,27.76,25.71,1.9,194.1,4.6,,12.89,952,,6.37,,SSW,26.75,101172.73
WBB,06/10/2015 14:30 MDT,84783,27.65,24.97,2.96,215.6,6.17,,12.96,943,,5.85,,SW,26.65,101169.15
WBB,06/10/2015 14:35 MDT,84774,27.73,24.21,1.71,137.4,5.2,,12.93,933,,5.48,,SE,26.68,101158.41
WBB,06/10/2015 14:40 MDT,84760,26.89,25.38,1.91,109.9,3.23,,12.87,638.9,,5.44,,ESE,26.3,101141.71
WBB,06/10/2015 14:45 MDT,84744,27.19,25.32,3.69,187.4,7.45,,12.95,939,,5.66,,S,26.63,101122.62
WBB,06/10/2015 14:50 MDT,84748,27.56,24.17,3.26,254,5.98,,12.95,893,,5.31,,WSW,26.57,101127.39
WBB,06/10/2015 14:55 MDT,84746,27.32,22.38,2.54,270.8,5.98,,12.94,960,,4.01,,W,26.36,101125
WBB,06/10/2015 15:00 MDT,84740,27.22,25.33,5.53,218.5,10.58,,12.94,982,,5.69,,SW,26.66,101117.84
WBB,06/10/2015 15:05 MDT,84735,25.94,28.88,7.16,211.7,10.09,,12.94,1005,,6.48,,SSW,,101111.88
WBB,06/10/2015 15:10 MDT,84734,25.62,28.92,7.4,213.7,9.8,,12.85,990,,6.22,,SSW,,101110.68
WBB,06/10/2015 15:15 MDT,84730,25.56,28.92,7.21,219.2,9.5,,12.94,947,,6.17,,SW,,101105.91
WBB,06/10/2015 15:20 MDT,84727,25.43,29.29,5.66,216.9,8.33,,12.94,931,,6.24,,SW,,101102.33
WBB,06/10/2015 15:25 MDT,84725,26.22,28.06,4.53,208.9,7.64,,12.86,916,,6.3,,SSW,,101099.94
WBB,06/10/2015 15:30 MDT,84722,26.08,28.04,5.14,195.8,7.94,,12.88,693.6,,6.17,,SSW,,101096.36
WBB,06/10/2015 15:35 MDT,84726,26.23,28.05,4.6,231.7,7.25,,12.95,864,,6.31,,SW,,101101.14
WBB,06/10/2015 15:40 MDT,84724,26.39,27.13,4.77,216.7,8.13,,12.88,867,,5.96,,SW,,101098.75
WBB,06/10/2015 15:45 MDT,84720,25.82,27.44,6.18,207.7,8.52,,12.95,879,,5.63,,SSW,,101093.98
WBB,06/10/2015 15:50 MDT,84720,26.31,27.23,3.82,180.9,6.76,,12.94,676.7,,5.95,,S,,101093.98
WBB,06/10/2015 15:55 MDT,84717,26.71,27.28,5.41,183.3,11.95,,12.89,861,,6.32,,S,26.15,101090.4
WBB,06/10/2015 16:00 MDT,84712,26.02,27.56,6.47,167.3,10.88,,12.9,856,,5.87,,SSE,,101084.43
WBB,06/10/2015 16:05 MDT,84705,25.89,27.5,5.58,161.2,8.82,,12.95,835,,5.73,,SSE,,101076.08
WBB,06/10/2015 16:10 MDT,84702,25.88,27.1,5.95,167.7,9.21,,12.88,761.1,,5.51,,SSE,,101072.5
WBB,06/10/2015 16:15 MDT,84696,25.76,27.66,5.18,161.9,8.43,,12.94,776,,5.7,,SSE,,101065.34
WBB,06/10/2015 16:20 MDT,84683,25.34,27.9,6.8,168.4,9.7,,12.95,696.7,,5.46,,SSE,,101049.83
WBB,06/10/2015 16:25 MDT,84681,25.04,27.54,6.06,160.2,9.99,,12.88,568.4,,5.01,,SSE,,101047.44
WBB,06/10/2015 16:30 MDT,84680,25.15,26.73,5.09,164.3,9.6,,12.95,456.5,,4.68,,SSE,,101046.25
WBB,06/10/2015 16:35 MDT,84678,25.56,26.68,3.95,176.6,7.05,,12.89,643.8,,5.01,,S,,101043.86
WBB,06/10/2015 16:40 MDT,84677,25.77,26.11,4.26,182.9,7.45,,12.95,345.9,,4.88,,S,,101042.67
WBB,06/10/2015 16:45 MDT,84670,25.45,25.98,3.85,171.7,7.94,,12.95,600.3,,4.53,,S,,101034.31
WBB,06/10/2015 16:50 MDT,84663,26.14,25.24,2.85,148.9,5,,12.89,688.2,,4.71,,SSE,,101025.96
WBB,06/10/2015 16:55 MDT,84663,27.09,24.25,2.3,179.9,5.29,,12.89,631.2,,4.96,,S,26.49,101025.96
WBB,06/10/2015 17:00 MDT,84665,26.62,24.1,2.93,187.7,5.98,,12.96,609.9,,4.47,,S,,101028.35
WBB,06/10/2015 17:05 MDT,84665,27.09,23.77,1.47,188,3.72,,12.96,599.8,,4.67,,S,26.48,101028.35
WBB,06/10/2015 17:10 MDT,84663,26.89,23.87,2.8,208.5,5.2,,12.9,573.5,,4.56,,SSW,26.26,101025.96
WBB,06/10/2015 17:15 MDT,84660,26.78,24.11,1.92,155.4,4.02,,12.95,571.1,,4.61,,SSE,26.14,101022.38
WBB,06/10/2015 17:20 MDT,84660,27.05,24.11,2.05,186.2,5.2,,12.89,555.3,,4.84,,S,26.44,101022.38
WBB,06/10/2015 17:25 MDT,84659,27.02,24.29,3.15,185.9,4.6,,12.87,542,,4.92,,S,26.41,101021.19
WBB,06/10/2015 17:30 MDT,84652,26.87,25.15,2.77,156.3,6.37,,12.94,528.7,,5.29,,SSE,26.27,101012.83
WBB,06/10/2015 17:35 MDT,84649,26.39,27.12,4.12,203.2,6.56,,12.87,514.6,,5.96,,SSW,,101009.26
WBB,06/10/2015 17:40 MDT,84646,26,27.9,5.48,202.4,9.5,,12.87,503.1,,6.03,,SSW,,101005.68
WBB,06/10/2015 17:45 MDT,84652,26.05,27.57,5.31,203.4,7.05,,12.95,491,,5.9,,SSW,,101012.83
WBB,06/10/2015 17:50 MDT,84660,26.15,27.45,2.91,195.4,5.29,,12.89,502.8,,5.93,,SSW,,101022.38
WBB,06/10/2015 17:55 MDT,84662,26.83,26.21,3.1,206.3,5.49,,12.95,493,,5.85,,SSW,26.25,101024.77
WBB,06/10/2015 18:00 MDT,84660,26.75,25.49,3.27,197.2,5.78,,12.95,466.6,,5.38,,SSW,26.15,101022.38
WBB,06/10/2015 18:05 MDT,84657,26.32,25.29,4.16,216.5,7.35,,12.96,415.4,,4.9,,SW,,101018.8
WBB,06/10/2015 18:10 MDT,84655,26.08,25.85,3.66,212.1,6.27,,12.88,417.7,,5,,SSW,,101016.41
WBB,06/10/2015 18:15 MDT,84652,26.24,25.58,3.38,219.6,5.59,,12.95,408.1,,4.99,,SW,,101012.83
WBB,06/10/2015 18:20 MDT,84650,26.36,25.75,3.29,167.9,6.17,,12.88,390.3,,5.19,,SSE,,101010.45
WBB,06/10/2015 18:25 MDT,84650,26.48,25.51,3.97,189.5,6.17,,12.88,373.9,,5.16,,S,,101010.45
WBB,06/10/2015 18:30 MDT,84650,26.72,25.3,3.34,197,5.78,,12.95,356.7,,5.24,,SSW,26.11,101010.45
WBB,06/10/2015 18:35 MDT,84648,26.58,25.98,4.02,183.5,6.66,,12.88,218.5,,5.5,,S,,101008.06
WBB,06/10/2015 18:40 MDT,84648,25.8,26.66,4.73,191.5,8.43,,12.88,155.9,,5.2,,SSW,,101008.06
WBB,06/10/2015 18:45 MDT,84651,25.62,26.57,3.05,197,6.27,,12.95,157.5,,5,,SSW,,101011.64
WBB,06/10/2015 18:50 MDT,84651,25.78,25.7,3.68,199.2,7.05,,12.88,128.7,,4.66,,SSW,,101011.64
WBB,06/10/2015 18:55 MDT,84652,25.7,24.91,4.5,201.1,6.56,,12.91,280.8,,4.15,,SSW,,101012.83
WBB,06/10/2015 19:00 MDT,84655,25.76,24.93,4.13,203.9,7.35,,12.88,269.6,,4.21,,SSW,,101016.41
WBB,06/10/2015 19:05 MDT,84662,26.3,24.43,2.77,186,5.09,,12.96,241.5,,4.39,,S,,101024.77
WBB,06/10/2015 19:10 MDT,84662,26.55,24.87,3.4,193.1,5.98,,12.9,246.4,,4.85,,SSW,,101024.77
WBB,06/10/2015 19:15 MDT,84662,26.16,26.17,3.69,195.2,6.08,,12.96,228,,5.25,,SSW,,101024.77
WBB,06/10/2015 19:20 MDT,84664,26.12,26.87,2.6,190.9,4.7,,12.97,207.8,,5.59,,S,,101027.15
WBB,06/10/2015 19:25 MDT,84660,26.27,27.04,2.88,173.8,5.29,,12.9,190.5,,5.81,,S,,101022.38
WBB,06/10/2015 19:30 MDT,84659,26.13,28.16,3.08,193.6,6.08,,12.97,175.1,,6.28,,SSW,,101021.19
WBB,06/10/2015 19:35 MDT,84660,25.71,29.6,3.32,187.4,5.59,,12.9,162.5,,6.63,,S,,101022.38
WBB,06/10/2015 19:40 MDT,84661,25.65,30.24,2.64,186.5,4.9,,12.92,150.1,,6.89,,S,,101023.57
WBB,06/10/2015 19:45 MDT,84667,25.65,30.65,3.66,200.1,5.88,,12.97,138.1,,7.09,,SSW,,101030.73
WBB,06/10/2015 19:50 MDT,84670,25.27,31.4,3.52,202.3,5.88,,12.9,125.1,,7.11,,SSW,,101034.31
WBB,06/10/2015 19:55 MDT,84676,25.12,31.58,3.38,199.8,6.37,,12.93,114.2,,7.06,,SSW,,101041.47
WBB,06/10/2015 20:00 MDT,84679,25.32,31.6,2.83,182.9,6.08,,12.97,103.3,,7.24,,S,,101045.05
WBB,06/10/2015 20:05 MDT,84679,24.94,32.37,4.28,179.6,7.16,,12.93,56.01,,7.26,,S,,101045.05
WBB,06/10/2015 20:10 MDT,84681,24.28,33.24,3.89,186.9,6.66,,12.93,37.22,,7.06,,S,,101047.44
WBB,06/10/2015 20:15 MDT,84681,23.99,33.63,3.75,182.5,6.76,,12.93,18.2,,6.98,,S,,101047.44
WBB,06/10/2015 20:20 MDT,84684,23.89,34.12,2.48,185.9,4.21,,12.99,18.69,,7.1,,S,,101051.02
WBB,06/10/2015 20:25 MDT,84685,23.83,34.14,2.97,178.5,4.9,,12.93,13.35,,7.06,,S,,101052.21
WBB,06/10/2015 20:30 MDT,84686,23.76,34.27,2.41,191.9,4.31,,13,10.38,,7.05,,SSW,,101053.41
WBB,06/10/2015 20:35 MDT,84687,23.69,34.28,1.82,184.5,3.72,,13,8.23,,6.99,,S,,101054.6
WBB,06/10/2015 20:40 MDT,84691,23.58,34.54,1.84,183.6,4.21,,12.94,6.46,,7,,S,,101059.37
WBB,06/10/2015 20:45 MDT,84694,23.45,35.04,2.04,179.8,2.94,,12.94,4.77,,7.1,,S,,101062.95
WBB,06/10/2015 20:50 MDT,84699,23.36,35.8,2.39,136.4,4.21,,12.93,3.42,,7.33,,SE,,101068.92
WBB,06/10/2015 20:55 MDT,84702,23.04,37.79,2.41,92.3,3.33,,12.95,2.32,,7.84,,E,,101072.5
WBB,06/10/2015 21:00 MDT,84702,22.64,39.61,3.32,91.6,4.12,,13.01,1.64,,8.17,,E,,101072.5
WBB,06/10/2015 21:05 MDT,84708,22.41,40.6,3.23,96.4,4.21,,13.01,1.15,,8.33,,E,,101079.66
WBB,06/10/2015 21:10 MDT,84714,22.21,41.37,3.43,97.7,4.41,,12.97,0.6,,8.42,,E,,101086.82
WBB,06/10/2015 21:15 MDT,84717,22.34,40.88,3.7,95.2,4.9,,13.02,0.25,,8.36,,E,,101090.4
WBB,06/10/2015 21:20 MDT,84724,22.28,41.13,3.74,94.3,5,,13.02,0,,8.4,,E,,101098.75
WBB,06/10/2015 21:25 MDT,84731,22.18,41.57,3.34,100.1,4.51,,12.98,0,,8.47,,E,,101107.1
WBB,06/10/2015 21:30 MDT,84735,22.13,41.71,3.03,104.1,5.2,,13.03,0,,8.47,,ESE,,101111.88
WBB,06/10/2015 21:35 MDT,84742,22.08,41.9,2.75,89,4.02,,13.03,0,,8.49,,E,,101120.23
WBB,06/10/2015 21:40 MDT,84746,22.06,42.02,2.67,92.5,3.63,,13.03,0,,8.52,,E,,101125
WBB,06/10/2015 21:45 MDT,84755,22.05,42.39,2.2,90.7,3.13,,13.04,0,,8.64,,E,,101135.74
WBB,06/10/2015 21:50 MDT,84766,21.93,43.17,2.13,84.6,3.04,,12.97,0,,8.8,,E,,101148.87
WBB,06/10/2015 21:55 MDT,84778,21.83,44.14,1.24,73.13,2.16,,12.99,0,,9.04,,ENE,,101163.19
WBB,06/10/2015 22:00 MDT,84789,21.74,44.31,1.17,46.91,1.76,,13.05,0,,9.01,,NE,,101176.31
WBB,06/10/2015 22:05 MDT,84799,21.54,44.88,1.79,21.55,2.55,,13.05,0,,9.02,,NNE,,101188.25
WBB,06/10/2015 22:10 MDT,84807,21.29,45.78,3.53,21.06,4.7,,12.99,0,,9.09,,NNE,,101197.79
WBB,06/10/2015 22:15 MDT,84818,20.97,46.46,3.71,7.98,5.59,,13.06,0,,9.01,,N,,101210.92
WBB,06/10/2015 22:20 MDT,84824,21.57,43.15,3.27,7.77,5.98,,12.99,0,,8.46,,N,,101218.08
WBB,06/10/2015 22:25 MDT,84830,21.52,44.14,1.76,56.49,3.04,,13.06,0,,8.75,,ENE,,101225.24
WBB,06/10/2015 22:30 MDT,84832,21.45,44.56,0.77,83,1.76,,13.06,0,,8.83,,E,,101227.62
WBB,06/10/2015 22:35 MDT,84832,21.44,44.19,1.36,50.46,2.94,,13.06,0,,8.7,,NE,,101227.62
WBB,06/10/2015 22:40 MDT,84832,21.66,42.76,1.59,19.49,2.64,,13,0,,8.41,,NNE,,101227.62
WBB,06/10/2015 22:45 MDT,84829,21.86,41.58,2.49,42.28,3.43,,13.06,0,,8.18,,NE,,101224.04
WBB,06/10/2015 22:50 MDT,84828,21.67,42.43,1.05,77.89,1.96,,13,0,,8.31,,ENE,,101222.85
WBB,06/10/2015 22:55 MDT,84825,21.65,42.38,1.23,50.05,2.25,,13,0,,8.27,,NE,,101219.27
WBB,06/10/2015 23:00 MDT,84827,21.6,42.26,2.03,19.48,3.13,,13.07,0,,8.18,,NNE,,101221.66
WBB,06/10/2015 23:05 MDT,84830,21.55,42.63,1.15,1.69,2.35,,13.07,0,,8.27,,N,,101225.24
WBB,06/10/2015 23:10 MDT,84830,21.38,43.82,1.22,37.53,1.67,,13,0,,8.52,,NE,,101225.24
WBB,06/10/2015 23:15 MDT,84830,21.3,44.33,0.16,82.4,1.28,,13,0,,8.62,,E,,101225.24
WBB,06/10/2015 23:20 MDT,84831,21.2,44.3,1.01,6.34,1.47,,13.06,0,,8.52,,N,,101226.43
WBB,06/10/2015 23:25 MDT,84839,21.03,44.74,0.97,33.69,1.57,,13,0,,8.51,,NNE,,101235.98
WBB,06/10/2015 23:30 MDT,84848,20.94,45.39,0.08,11.52,0.78,,13.07,0,,8.64,,NNE,,101246.72
WBB,06/10/2015 23:35 MDT,84858,20.99,45.6,1.23,203.9,2.16,,13,0,,8.75,,SSW,,101258.65
WBB,06/10/2015 23:40 MDT,84861,21.36,44.79,2.13,249,5.2,,13.07,0,,8.83,,WSW,,101262.23
WBB,06/10/2015 23:45 MDT,84866,21.31,45.13,2.68,119.9,4.21,,13.07,0,,8.89,,ESE,,101268.2
WBB,06/10/2015 23:50 MDT,84878,21.07,45.7,2.5,128.9,4.12,,13.07,0,,8.86,,SE,,101282.51
WBB,06/10/2015 23:55 MDT,84879,20.94,45.73,3.55,139.5,5.68,,13.07,0,,8.75,,SE,,101283.71
WBB,06/11/2015 00:00 MDT,84882,20.78,46.19,3.29,130.6,4.51,,13.02,0,,8.75,,SE,,101287.29
WBB,06/11/2015 00:05 MDT,84884,20.5,46.98,2.38,129.1,4.31,,13.02,0,,8.75,,SE,,101289.67
WBB,06/11/2015 00:10 MDT,84891,20.51,46.29,3.66,137.7,5.2,,13,0,,8.54,,SE,,101298.03
WBB,06/11/2015 00:15 MDT,84897,20.17,47.2,4.15,122.2,5.98,,13.07,0,,8.51,,ESE,,101305.19
WBB,06/11/2015 00:20 MDT,84904,20.06,47.77,4.57,120.2,6.08,,13.01,0,,8.59,,ESE,,101313.54
WBB,06/11/2015 00:25 MDT,84909,20.25,47.62,4.16,125.9,5.78,,13.04,0,,8.72,,SE,,101319.51
WBB,06/11/2015 00:30 MDT,84909,20.33,48.29,3.48,130.3,4.7,,13.08,0,,9,,SE,,101319.51
WBB,06/11/2015 00:35 MDT,84906,20.33,48.21,3.64,124.1,4.8,,13.02,0,,8.97,,SE,,101315.93
WBB,06/11/2015 00:40 MDT,84904,20.23,47.9,4.8,128.9,6.17,,13.04,0,,8.78,,SE,,101313.54
WBB,06/11/2015 00:45 MDT,84898,19.97,49.23,4.55,113,6.96,,13.08,0,,8.95,,ESE,,101306.38
WBB,06/11/2015 00:50 MDT,84890,19.79,50.65,7.78,84,11.27,,13.02,0,,9.21,,E,,101296.83
WBB,06/11/2015 00:55 MDT,84894,19.49,52.28,6.7,86.9,10.48,,13.09,0,,9.4,,E,,101301.61
WBB,06/11/2015 01:00 MDT,84905,19.33,52.9,5.26,83.2,9.11,,13.09,0,,9.43,,E,,101314.73
WBB,06/11/2015 01:05 MDT,84903,19.31,52.87,5.98,84.3,9.7,,13.09,0,,9.4,,E,,101312.35
WBB,06/11/2015 01:10 MDT,84903,19.11,53.2,5.89,87,10.68,,13.03,0,,9.31,,E,,101312.35
WBB,06/11/2015 01:15 MDT,84897,19.08,52.71,6.91,88.3,12.93,,13.04,0,,9.14,,E,,101305.19
WBB,06/11/2015 01:20 MDT,84900,19.06,52.73,5.73,80.2,9.11,,13.05,0,,9.13,,E,,101308.77
WBB,06/11/2015 01:25 MDT,84900,19.06,53.34,5.75,68.49,10.58,,13.1,0,,9.3,,ENE,,101308.77
WBB,06/11/2015 01:30 MDT,84890,18.68,54.04,8.42,72.75,13.52,,13.1,0,,9.14,11.17,ENE,,101296.83
WBB,06/11/2015 01:35 MDT,84889,18.51,54.42,6.92,72.47,13.82,,13.03,0,,9.09,,ENE,,101295.64
WBB,06/11/2015 01:40 MDT,84882,18.5,54.72,7.74,69.34,12.35,,13.07,0,,9.16,,ENE,,101287.29
WBB,06/11/2015 01:45 MDT,84889,18.49,54.17,7.6,60.19,12.05,,13.11,0,,9,,ENE,,101295.64
WBB,06/11/2015 01:50 MDT,84887,18.69,52.44,7.6,62.91,12.84,,13.11,0,,8.7,,ENE,,101293.25
WBB,06/11/2015 01:55 MDT,84890,18.72,52.44,7.21,73.56,11.56,,13.08,0,,8.73,,ENE,,101296.83
WBB,06/11/2015 02:00 MDT,84884,18.61,53.08,6.95,65.85,10.39,,13.12,0,,8.81,,ENE,,101289.67
WBB,06/11/2015 02:05 MDT,84870,18.61,52.84,7.42,67.65,11.37,,13.11,0,,8.74,,ENE,,101272.97
WBB,06/11/2015 02:10 MDT,84872,18.64,53.09,6.23,71.1,10.09,,13.05,0,,8.84,,ENE,,101275.35
WBB,06/11/2015 02:15 MDT,84857,18.71,52.04,7.82,65.6,13.13,,13.12,0,,8.61,,ENE,,101257.46
WBB,06/11/2015 02:20 MDT,84850,18.59,53.35,7.27,64.49,12.15,,13.12,0,,8.87,,ENE,,101249.1
WBB,06/11/2015 02:25 MDT,84848,18.14,56.51,6.36,70.77,9.99,,13.12,0,,9.3,,ENE,,101246.72
WBB,06/11/2015 02:30 MDT,84830,18.01,56.93,8.58,77.78,12.35,,13.12,0,,9.29,10.27,ENE,,101225.24
WBB,06/11/2015 02:35 MDT,84824,18.02,56.77,7.49,68.78,12.35,,13.12,0,,9.26,,ENE,,101218.08
WBB,06/11/2015 02:40 MDT,84820,17.86,57.35,8.72,62.76,12.84,,13.05,0,,9.26,10,ENE,,101213.3
WBB,06/11/2015 02:45 MDT,84820,18.03,55.83,8.95,60.98,14.01,,13.12,0,,9.02,10.05,ENE,,101213.3
WBB,06/11/2015 02:50 MDT,84833,18.09,55.73,7.49,69.8,12.54,,13.07,0,,9.05,,ENE,,101228.82
WBB,06/11/2015 02:55 MDT,84837,18.24,54.45,7.31,71.53,12.35,,13.06,0,,8.84,,ENE,,101233.59
WBB,06/11/2015 03:00 MDT,84840,18.33,54.15,7.18,71.4,11.66,,13.08,0,,8.85,,ENE,,101237.17
WBB,06/11/2015 03:05 MDT,84821,18.34,53.67,9.53,71.75,13.82,,13.12,0,,8.72,10.04,ENE,,101214.5
WBB,06/11/2015 03:10 MDT,84828,18.36,53.76,7.44,72.17,11.37,,13.13,0,,8.77,,ENE,,101222.85
WBB,06/11/2015 03:15 MDT,84832,18.42,53.08,5.89,77.46,8.72,,13.13,0,,8.63,,ENE,,101227.62
WBB,06/11/2015 03:20 MDT,84844,18.56,52.02,4.39,75.54,8.62,,13.13,0,,8.46,,ENE,,101241.94
WBB,06/11/2015 03:25 MDT,84861,18.68,51.56,3.36,130.9,5.88,,13.06,0,,8.44,,SE,,101262.23
WBB,06/11/2015 03:30 MDT,84864,18.24,54.13,3.97,133.6,6.17,,13.13,0,,8.76,,SE,,101265.81
WBB,06/11/2015 03:35 MDT,84869,18.19,53.89,4.41,150.7,6.27,,13.08,0,,8.64,,SSE,,101271.77
WBB,06/11/2015 03:40 MDT,84884,18.22,53.77,3.49,167.8,6.47,,13.07,0,,8.64,,SSE,,101289.67
WBB,06/11/2015 03:45 MDT,84892,18.03,55.42,3.33,178,4.6,,13.13,0,,8.91,,S,,101299.22
WBB,06/11/2015 03:50 MDT,84894,17.79,57.24,3.07,187.8,4.31,,13.13,0,,9.17,,S,,101301.61
WBB,06/11/2015 03:55 MDT,84901,17.64,58.06,2.27,191.1,2.94,,13.08,0,,9.24,,S,,101309.96
WBB,06/11/2015 04:00 MDT,84904,17.72,57.71,1.7,198.5,2.84,,13.13,0,,9.22,,SSW,,101313.54
WBB,06/11/2015 04:05 MDT,84904,17.78,57.34,1.41,177.6,2.55,,13.14,0,,9.18,,S,,101313.54
WBB,06/11/2015 04:10 MDT,84906,17.54,58.47,1.36,156.6,2.06,,13.06,0,,9.25,,SSE,,101315.93
WBB,06/11/2015 04:15 MDT,84908,17.53,58.3,0.93,106.1,1.96,,13.06,0,,9.2,,ESE,,101318.31
WBB,06/11/2015 04:20 MDT,84915,17.43,59.02,1.81,106.4,2.45,,13.07,0,,9.29,,ESE,,101326.67
WBB,06/11/2015 04:25 MDT,84919,17.43,58.84,1.79,107.5,3.33,,13.08,0,,9.24,,ESE,,101331.44
WBB,06/11/2015 04:30 MDT,84927,17.47,57.83,1.86,102.2,2.74,,13.13,0,,9.02,,ESE,,101340.98
WBB,06/11/2015 04:35 MDT,84933,17.46,58.18,1.53,101.1,2.16,,13.14,0,,9.1,,E,,101348.14
WBB,06/11/2015 04:40 MDT,84935,17.45,58.09,1.77,93.9,2.16,,13.05,0,,9.07,,E,,101350.53
WBB,06/11/2015 04:45 MDT,84935,17.43,58.63,1.73,93.7,2.25,,13.14,0,,9.19,,E,,101350.53
WBB,06/11/2015 04:50 MDT,84944,17.33,59.42,0.83,72.11,1.86,,13.14,0,,9.29,,ENE,,101361.27
WBB,06/11/2015 04:55 MDT,84947,17.28,59.74,1.35,2.07,1.96,,13.08,0,,9.33,,N,,101364.85
WBB,06/11/2015 05:00 MDT,84953,17.05,61.04,1.87,6.56,2.84,,13.14,0,,9.43,,N,,101372.01
WBB,06/11/2015 05:05 MDT,84951,16.98,61.8,2.23,20.23,2.64,,13.07,0,,9.55,,NNE,,101369.62
WBB,06/11/2015 05:10 MDT,84953,17.02,62,2.24,21.07,2.84,,13.08,0,,9.64,,NNE,,101372.01
WBB,06/11/2015 05:15 MDT,84959,16.99,62.3,2.22,20.69,3.04,,13.07,0,,9.68,,NNE,,101379.17
WBB,06/11/2015 05:20 MDT,84960,17.01,62.07,1.83,23.28,2.25,,13.14,0,,9.64,,NNE,,101380.36
WBB,06/11/2015 05:25 MDT,84959,16.94,61.93,2.53,35.39,3.13,,13.14,0,,9.54,,NE,,101379.17
WBB,06/11/2015 05:30 MDT,84959,16.98,61.35,2.64,38.75,3.13,,13.14,0,,9.44,,NE,,101379.17
WBB,06/11/2015 05:35 MDT,84960,17.25,60.04,2.17,46.52,2.84,,13.12,0,,9.37,,NE,,101380.36
WBB,06/11/2015 05:40 MDT,84965,17.31,59.03,2.97,41.29,4.21,,13.1,0,,9.17,,NE,,101386.33
WBB,06/11/2015 05:45 MDT,84972,17.4,58.54,2.42,51.68,3.82,,13.14,0.19,,9.14,,NE,,101394.68
