# STATION: WBB,,,,,,,,,,,,,,,,
# STATION NAME: U of U William Browning Building,,,,,,,,,,,,,,,,
# LATITUDE: 40.76623,,,,,,,,,,,,,,,,
# LONGITUDE: -111.84755,,,,,,,,,,,,,,,,
# ELEVATION [ft]: 4806,,,,,,,,,,,,,,,,
# STATE: UT,,,,,,,,,,,,,,,,
,,pressure_set_1,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,precip_accum_five_minute_set_1,volt_set_1,solar_radiation_set_1,precip_accum_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,altimeter_set_1d
Station_ID,Date_Time,Pascals,Celsius,%,Meters/second,Degrees,Meters/second,Millimeters,volts,W/m**2,Millimeters,Celsius,Celsius,Degrees,Celsius,Pascals
WBB,06/17/2015 22:30 MDT,85174,27.33,13.94,4.96,51.73,6.27,,12.99,0,,-2.49,,NE,26.48,101635.72
WBB,06/17/2015 22:35 MDT,85176,27.48,13.71,5.22,51.78,6.47,,12.99,0,,-2.59,,NE,26.64,101638.11
WBB,06/17/2015 22:40 MDT,85179,27.49,13.69,4.73,53.8,6.17,,13,0,,-2.6,,NE,26.65,101641.69
WBB,06/17/2015 22:45 MDT,85180,27.5,13.55,4.84,54.09,6.27,,12.99,0,,-2.73,,NE,26.66,101642.88
WBB,06/17/2015 22:50 MDT,85182,27.54,13.63,4.82,51.76,6.47,,12.99,0,,-2.62,,NE,26.3,101645.27
WBB,06/17/2015 22:55 MDT,85183,27.33,14.06,4.57,51.59,5.88,,13,0,,-2.38,,NE,26.49,101646.46
WBB,06/17/2015 23:00 MDT,85192,26.91,14.67,3.46,48.23,4.6,,13,0,,-2.15,,NE,26.04,101657.2
WBB,06/17/2015 23:05 MDT,85198,26.75,14.88,3.07,51.37,4.21,,12.92,0,,-2.09,,NE,25.87,101664.36
WBB,06/17/2015 23:10 MDT,85199,26.77,14.98,2.57,55.96,4.02,,12.92,0,,-1.98,,NE,25.89,101665.55
WBB,06/17/2015 23:15 MDT,85199,27.01,15.18,2.22,65.77,3.63,,13,0,,-1.61,,ENE,26.16,101665.55
WBB,06/17/2015 23:20 MDT,85199,27.22,15.15,1.38,70.43,2.55,,13,0,,-1.46,,ENE,26.39,101665.55
WBB,06/17/2015 23:25 MDT,85198,26.79,15.94,1.62,53.35,3.72,,13.01,0,,-1.13,,NE,25.94,101664.36
WBB,06/17/2015 23:30 MDT,85191,26.68,15.53,2.73,50.23,4.02,,13.01,0,,-1.57,,NE,25.81,101656.01
WBB,06/17/2015 23:35 MDT,85186,26.59,15.41,3.43,47.22,4.41,,13.01,0,,-1.75,,NE,,101650.04
WBB,06/17/2015 23:40 MDT,85185,26.77,15.26,3.11,53.77,4.41,,12.94,0,,-1.73,,NE,25.9,101648.85
WBB,06/17/2015 23:45 MDT,85184,26.73,15.25,3.41,51.01,4.9,,13.01,0,,-1.77,,NE,25.86,101647.66
WBB,06/17/2015 23:50 MDT,85185,26.89,14.77,3.79,49.11,5.09,,13.01,0,,-2.07,,NE,26.02,101648.85
WBB,06/17/2015 23:55 MDT,85187,26.86,15.07,3.79,50.38,4.9,,13.01,0,,-1.83,,NE,26,101651.24
WBB,06/18/2015 00:00 MDT,85187,26.57,15.11,4.44,44.71,5.98,,13.01,0,,-2.03,,NE,,101651.24
WBB,06/18/2015 00:05 MDT,85194,26.56,14.95,4.59,33.09,5.78,,12.94,0,,-2.18,,NNE,,101659.59
WBB,06/18/2015 00:10 MDT,85197,26.2,15.43,3.45,27.94,5.68,,12.94,0,,-2.04,,NNE,,101663.17
WBB,06/18/2015 00:15 MDT,85189,26.09,15.56,2.75,39.34,3.72,,13.01,0,,-2.02,,NE,,101653.62
WBB,06/18/2015 00:20 MDT,85186,26.51,14.88,3.12,50.48,4.12,,13.01,0,,-2.28,,NE,,101650.04
WBB,06/18/2015 00:25 MDT,85185,26.75,14.65,3.03,51,4.41,,12.94,0,,-2.29,,NE,25.86,101648.85
WBB,06/18/2015 00:30 MDT,85186,26.89,14.55,2.91,54.33,4.12,,13.01,0,,-2.27,,NE,26.01,101650.04
WBB,06/18/2015 00:35 MDT,85188,26.75,14.68,2.75,51.19,3.82,,12.94,0,,-2.27,,NE,25.86,101652.43
WBB,06/18/2015 00:40 MDT,85194,26.69,14.89,1.66,55.81,2.45,,12.94,0,,-2.13,,NE,25.8,101659.59
WBB,06/18/2015 00:45 MDT,85198,26.57,15.22,1.44,64.19,2.55,,13.01,0,,-1.93,,ENE,,101664.36
WBB,06/18/2015 00:50 MDT,85199,26.65,15.13,1.19,85.4,2.84,,12.96,0,,-1.94,,E,,101665.55
WBB,06/18/2015 00:55 MDT,85199,26.58,15.24,0.84,55.4,3.43,,12.96,0,,-1.9,,NE,,101665.55
WBB,06/18/2015 01:00 MDT,85197,26.52,14.5,1.74,46.01,4.12,,13.02,0,,-2.62,,NE,,101663.17
WBB,06/18/2015 01:05 MDT,85189,26.96,14.15,3.5,68.62,5.68,,12.97,0,,-2.59,,ENE,26.08,101653.62
WBB,06/18/2015 01:10 MDT,85185,27.33,13.97,4.39,69.29,6.76,,12.98,0,,-2.46,,ENE,26.48,101648.85
WBB,06/18/2015 01:15 MDT,85184,27.46,14.2,5.18,70,7.16,,12.95,0,,-2.14,,ENE,26.63,101647.66
WBB,06/18/2015 01:20 MDT,85186,27.5,14.57,4.44,71.02,7.16,,12.97,0,,-1.76,,ENE,26.29,101650.04
WBB,06/18/2015 01:25 MDT,85187,27.35,14.52,4.84,75,7.25,,12.95,0,,-1.93,,ENE,26.52,101651.24
WBB,06/18/2015 01:30 MDT,85194,27.14,14.8,3,72.26,5.78,,13.02,0,,-1.84,,ENE,26.3,101659.59
WBB,06/18/2015 01:35 MDT,85199,26.54,15.7,1.76,252.5,3.53,,13.02,0,,-1.54,,WSW,,101665.55
WBB,06/18/2015 01:40 MDT,85200,25.42,16.98,2.61,243.6,3.72,,12.97,0,,-1.39,,WSW,,101666.75
WBB,06/18/2015 01:45 MDT,85205,25.04,18.27,2.6,249.3,3.72,,13.02,0,,-0.71,,WSW,,101672.71
WBB,06/18/2015 01:50 MDT,85208,24.11,19.71,2.17,267.1,3.82,,12.98,0,,-0.45,,W,,101676.29
WBB,06/18/2015 01:55 MDT,85207,23.35,21.78,1.42,343.7,2.25,,12.94,0,,0.28,,NNW,,101675.1
WBB,06/18/2015 02:00 MDT,85202,23.63,20.22,1.05,349.7,2.06,,13.03,0,,-0.51,,N,,101669.13
WBB,06/18/2015 02:05 MDT,85201,24.36,18.65,0.58,309.9,1.47,,12.95,0,,-1,,NW,,101667.94
WBB,06/18/2015 02:10 MDT,85202,24.44,20.84,1.28,307.8,2.16,,12.97,0,,0.59,,NW,,101669.13
WBB,06/18/2015 02:15 MDT,85203,23.13,22.98,1.27,292.7,2.25,,13.04,0,,0.83,,WNW,,101670.33
WBB,06/18/2015 02:20 MDT,85197,23.34,21.36,1.43,336.2,2.16,,12.99,0,,0,,NNW,,101663.17
WBB,06/18/2015 02:25 MDT,85190,24.17,19.62,1.37,352.4,2.16,,13,0,,-0.47,,N,,101654.82
WBB,06/18/2015 02:30 MDT,85184,24.75,18.98,1.3,328.1,2.94,,13.04,0,,-0.44,,NNW,,101647.66
WBB,06/18/2015 02:35 MDT,85189,23.92,22.48,1.37,276.3,2.35,,12.98,0,,1.19,,W,,101653.62
WBB,06/18/2015 02:40 MDT,85202,22.39,25.7,2.2,253.5,2.94,,12.98,0,,1.75,,WSW,,101669.13
WBB,06/18/2015 02:45 MDT,85207,21.71,27.86,1.22,284.5,2.35,,13.05,0,,2.29,,WNW,,101675.1
WBB,06/18/2015 02:50 MDT,85208,21.61,27.83,1.44,338.8,2.25,,12.97,0,,2.19,,NNW,,101676.29
WBB,06/18/2015 02:55 MDT,85213,21.57,27.3,1.34,337.1,2.64,,13.01,0,,1.88,,NNW,,101682.26
WBB,06/18/2015 03:00 MDT,85221,21.56,27.27,0.29,311.1,0.98,,13.06,0,,1.86,,NW,,101691.81
WBB,06/18/2015 03:05 MDT,85221,21.67,26.57,1.76,62.43,3.13,,13.06,0,,1.59,,ENE,,101691.81
WBB,06/18/2015 03:10 MDT,85221,22.51,24.31,1.82,44.48,2.45,,13.01,0,,1.08,,NE,,101691.81
WBB,06/18/2015 03:15 MDT,85227,22.85,23.62,1.64,50.56,2.25,,13.07,0,,0.97,,NE,,101698.97
WBB,06/18/2015 03:20 MDT,85232,23.16,23.61,1.06,54.35,1.57,,13.05,0,,1.23,,NE,,101704.93
WBB,06/18/2015 03:25 MDT,85235,23.17,25.31,0.24,105,0.98,,13,0,,2.2,,ESE,,101708.51
WBB,06/18/2015 03:30 MDT,85232,22.92,25.03,0.53,310.2,0.98,,13.07,0,,1.84,,NW,,101704.93
